id,category,question,word_count,duration_s,text
excellent_11,excellent,Tell me about a time you had to influence a decision you didn't control.,233,93.2,"sure. the situation was I was the PM on the integrations catalog at a cybersecurity vendor, which had 60 partner integrations at the time. the problem was only 15 percent of customers had activated any integration, and it had been getting worse for 2 quarters. before that i had already tried a couple of quick fixes myself, and neither one moved the number, so i knew this needed a real investigation, not another patch. so what i did was pull usage logs across every account tier and I found the setup flow required 7 manual steps most admins abandoned. i built a proposal and i went to Noor, our partnerships lead, with 3 specific options. i also walked Noor through exactly how each option would land differently for our highest-value customers, since that was the group leadership cared about most. i decided to cut the setup flow to 2 steps for the 5 most-used integrations, and i wrote the rollout plan myself with an activation-rate check before extending it further. i checked in with Noor twice a week during the rollout so we could react fast if anything looked off. as a result, activation improved to 41 percent within 7 weeks, and we verified it across every account tier. what i learned is to fix the top 5 before trying to fix all 60, and i have used that rule 2 times since."
excellent_12,excellent,Tell me about a time you had to influence a decision you didn't control.,238,95.2,"sure. the situation was I was the PM on video quality at a media streaming service, which had 3 million daily streams at the time. the problem was buffering complaints had doubled after a CDN migration, and it had been getting worse for 3 weeks. before that i had already tried a couple of quick fixes myself, and neither one moved the number, so i knew this needed a real investigation, not another patch. so what i did was pull playback logs from 50 thousand sessions and I found the buffering concentrated on one CDN region serving 18 percent of traffic. i built a proposal and i went to Diego, our infrastructure lead, with 2 specific options. i also walked Diego through exactly how each option would land differently for our highest-value customers, since that was the group leadership cared about most. i decided to route that region's traffic back to the prior CDN while the new one was tuned, and i wrote the rollout plan myself with a buffering-rate alert per region. i checked in with Diego twice a week during the rollout so we could react fast if anything looked off. as a result, buffering complaints improved to pre-migration levels within 5 days, and we verified it across every region. what i learned is that a migration should roll out region by region, not all at once, and i have used that rule 2 times since."
excellent_13,excellent,Tell me about a time you had to influence a decision you didn't control.,239,95.6,"sure. the situation was I was the PM on the booking flow at a travel booking site, which had 200 thousand monthly bookings at the time. the problem was mobile conversion was 40 percent below desktop, and it had been getting worse for one quarter. before that i had already tried a couple of quick fixes myself, and neither one moved the number, so i knew this needed a real investigation, not another patch. so what i did was pull 60 recorded mobile sessions and I found the date picker required 6 taps most users gave up on. i built a proposal and i went to Layla, our product designer, with 2 specific options. i also walked Layla through exactly how each option would land differently for our highest-value customers, since that was the group leadership cared about most. i decided to replace the date picker with a single-screen calendar and ship it to half of mobile traffic, and i wrote the rollout plan myself with a conversion-rate check against the control group. i checked in with Layla twice a week during the rollout so we could react fast if anything looked off. as a result, mobile conversion improved to within 8 points of desktop within 4 weeks, and we verified it across iOS and Android. what i learned is that the smallest UI element can gate the whole funnel, and i have used that rule 3 times since."
weak_01,weak,Tell me about a time you had to influence a decision you didn't control.,90,36.0,"so basically there was a project around the quarterly planning process and it needed a lot of work honestly. what we did was we aligned stakeholders and drove consensus across the teams involved, and we worked closely with everyone to keep things moving along. we communicated effectively so nothing fell through the cracks, and we collaborated cross-functionally the whole time on it. we took ownership of the overall outcome together and just kept pushing until it came together in the end. it was a good experience overall for the team."
weak_02,weak,Tell me about a time you had to influence a decision you didn't control.,90,36.0,"so basically there was a project around the vendor onboarding process and it needed a lot of work honestly. what we did was we aligned stakeholders and drove consensus across the teams involved, and we worked closely with everyone to keep things moving along. we communicated effectively so nothing fell through the cracks, and we collaborated cross-functionally the whole time on it. we took ownership of the overall outcome together and just kept pushing until it came together in the end. it was a good experience overall for the team."
weak_03,weak,Tell me about a time you had to influence a decision you didn't control.,90,36.0,"so basically there was a project around the annual budget cycle and it needed a lot of work honestly. what we did was we aligned stakeholders and drove consensus across the teams involved, and we worked closely with everyone to keep things moving along. we communicated effectively so nothing fell through the cracks, and we collaborated cross-functionally the whole time on it. we took ownership of the overall outcome together and just kept pushing until it came together in the end. it was a good experience overall for the team."
weak_04,weak,Tell me about a time you had to influence a decision you didn't control.,90,36.0,"so basically there was a project around the platform migration effort and it needed a lot of work honestly. what we did was we aligned stakeholders and drove consensus across the teams involved, and we worked closely with everyone to keep things moving along. we communicated effectively so nothing fell through the cracks, and we collaborated cross-functionally the whole time on it. we took ownership of the overall outcome together and just kept pushing until it came together in the end. it was a good experience overall for the team."
weak_05,weak,Tell me about a time you had to influence a decision you didn't control.,90,36.0,"so basically there was a project around the hiring loop redesign and it needed a lot of work honestly. what we did was we aligned stakeholders and drove consensus across the teams involved, and we worked closely with everyone to keep things moving along. we communicated effectively so nothing fell through the cracks, and we collaborated cross-functionally the whole time on it. we took ownership of the overall outcome together and just kept pushing until it came together in the end. it was a good experience overall for the team."
weak_06,weak,Tell me about a time you had to influence a decision you didn't control.,90,36.0,"so basically there was a project around the customer escalation process and it needed a lot of work honestly. what we did was we aligned stakeholders and drove consensus across the teams involved, and we worked closely with everyone to keep things moving along. we communicated effectively so nothing fell through the cracks, and we collaborated cross-functionally the whole time on it. we took ownership of the overall outcome together and just kept pushing until it came together in the end. it was a good experience overall for the team."
weak_07,weak,Tell me about a time you had to influence a decision you didn't control.,90,36.0,"so basically there was a project around the internal tools rollout and it needed a lot of work honestly. what we did was we aligned stakeholders and drove consensus across the teams involved, and we worked closely with everyone to keep things moving along. we communicated effectively so nothing fell through the cracks, and we collaborated cross-functionally the whole time on it. we took ownership of the overall outcome together and just kept pushing until it came together in the end. it was a good experience overall for the team."
weak_08,weak,Tell me about a time you had to influence a decision you didn't control.,90,36.0,"so basically there was a project around the compliance review process and it needed a lot of work honestly. what we did was we aligned stakeholders and drove consensus across the teams involved, and we worked closely with everyone to keep things moving along. we communicated effectively so nothing fell through the cracks, and we collaborated cross-functionally the whole time on it. we took ownership of the overall outcome together and just kept pushing until it came together in the end. it was a good experience overall for the team."
weak_09,weak,Tell me about a time you had to influence a decision you didn't control.,90,36.0,"so basically there was a project around the offsite planning effort and it needed a lot of work honestly. what we did was we aligned stakeholders and drove consensus across the teams involved, and we worked closely with everyone to keep things moving along. we communicated effectively so nothing fell through the cracks, and we collaborated cross-functionally the whole time on it. we took ownership of the overall outcome together and just kept pushing until it came together in the end. it was a good experience overall for the team."
weak_10,weak,Tell me about a time you had to influence a decision you didn't control.,90,36.0,"so basically there was a project around the reorg communication plan and it needed a lot of work honestly. what we did was we aligned stakeholders and drove consensus across the teams involved, and we worked closely with everyone to keep things moving along. we communicated effectively so nothing fell through the cracks, and we collaborated cross-functionally the whole time on it. we took ownership of the overall outcome together and just kept pushing until it came together in the end. it was a good experience overall for the team."
weak_11,weak,Tell me about a time you had to influence a decision you didn't control.,90,36.0,"so basically there was a project around the vendor contract renewal and it needed a lot of work honestly. what we did was we aligned stakeholders and drove consensus across the teams involved, and we worked closely with everyone to keep things moving along. we communicated effectively so nothing fell through the cracks, and we collaborated cross-functionally the whole time on it. we took ownership of the overall outcome together and just kept pushing until it came together in the end. it was a good experience overall for the team."
weak_12,weak,Tell me about a time you had to influence a decision you didn't control.,90,36.0,"so basically there was a project around the support ticket backlog and it needed a lot of work honestly. what we did was we aligned stakeholders and drove consensus across the teams involved, and we worked closely with everyone to keep things moving along. we communicated effectively so nothing fell through the cracks, and we collaborated cross-functionally the whole time on it. we took ownership of the overall outcome together and just kept pushing until it came together in the end. it was a good experience overall for the team."
average_01,average,Tell me about a time you had to influence a decision you didn't control.,190,76.0,"at the time i was working on the referral program at a consumer app. the situation was referral signups had been flat for a while, and the problem was nobody on the team owned the program full time. it had been sitting there for a while before anyone really owned it, so a few of us on the team started poking at it in our spare time between other projects. what i did was i aligned stakeholders on a plan, and then Sam and I redesigned the invite email. it took a couple of tries to get buy-in from everyone since not everyone agreed on the approach at first, but we eventually got there. we tested it with a small group of users and the lift was noticeable, though I don't remember the exact number offhand. there was some back and forth about whether to roll it out further, but the general feeling was positive. as a result, referral signups picked back up, and the team felt good about where things landed. i think the big thing i took away is that communication matters a lot in situations like this."
average_02,average,Tell me about a time you had to influence a decision you didn't control.,187,74.8,"at the time i was working on the pricing page at a SaaS startup. the situation was trial-to-paid conversion had been under target for a couple months, and the problem was the pricing tiers were confusing based on support tickets. it had been sitting there for a while before anyone really owned it, so a few of us on the team started poking at it in our spare time between other projects. what i did was i aligned stakeholders on a plan, and then we simplified it down to 3 tiers with clearer names. it took a couple of tries to get buy-in from everyone since not everyone agreed on the approach at first, but we eventually got there. we tested it with new signups over a few weeks and conversion went up a decent amount. there was some back and forth about whether to roll it out further, but the general feeling was positive. as a result, conversion improved, and the team felt good about where things landed. i think the big thing i took away is that communication matters a lot in situations like this."
average_03,average,Tell me about a time you had to influence a decision you didn't control.,182,72.8,"at the time i was working on the internal wiki at an enterprise software company. the situation was new hires kept asking the same onboarding questions, and the problem was documentation was scattered across a few different tools. it had been sitting there for a while before anyone really owned it, so a few of us on the team started poking at it in our spare time between other projects. what i did was i aligned stakeholders on a plan, and then I consolidated the most-asked topics into one space. it took a couple of tries to get buy-in from everyone since not everyone agreed on the approach at first, but we eventually got there. we tested it with the next onboarding cohort and fewer repeat questions came up, roughly. there was some back and forth about whether to roll it out further, but the general feeling was positive. as a result, onboarding felt smoother, and the team felt good about where things landed. i think the big thing i took away is that communication matters a lot in situations like this."
average_04,average,Tell me about a time you had to influence a decision you didn't control.,191,76.4,"at the time i was working on the checkout flow at a fashion retailer's app. the situation was cart abandonment had crept up over the holidays, and the problem was shipping costs weren't shown until the last step. it had been sitting there for a while before anyone really owned it, so a few of us on the team started poking at it in our spare time between other projects. what i did was i aligned stakeholders on a plan, and then we moved the shipping estimate earlier in the flow. it took a couple of tries to get buy-in from everyone since not everyone agreed on the approach at first, but we eventually got there. we tested it with half of holiday traffic and abandonment dropped some amount, hard to say exactly how much. there was some back and forth about whether to roll it out further, but the general feeling was positive. as a result, the checkout felt less surprising to customers, and the team felt good about where things landed. i think the big thing i took away is that communication matters a lot in situations like this."
average_05,average,Tell me about a time you had to influence a decision you didn't control.,190,76.0,"at the time i was working on the sales handoff process at a B2B software vendor. the situation was deals were getting lost between sales and onboarding, and the problem was there wasn't a clear owner during the handoff window. it had been sitting there for a while before anyone really owned it, so a few of us on the team started poking at it in our spare time between other projects. what i did was i aligned stakeholders on a plan, and then I set up a shared checklist between the two teams. it took a couple of tries to get buy-in from everyone since not everyone agreed on the approach at first, but we eventually got there. we tested it with deals closing that quarter and fewer deals seemed to slip through, at least anecdotally. there was some back and forth about whether to roll it out further, but the general feeling was positive. as a result, the handoff felt tighter, and the team felt good about where things landed. i think the big thing i took away is that communication matters a lot in situations like this."
average_06,average,Tell me about a time you had to influence a decision you didn't control.,185,74.0,"at the time i was working on the feature request board at a project-management tool. the situation was customers felt like their feedback disappeared into a void, and the problem was requests weren't triaged on any regular cadence. it had been sitting there for a while before anyone really owned it, so a few of us on the team started poking at it in our spare time between other projects. what i did was i aligned stakeholders on a plan, and then Priya and I set a biweekly triage meeting. it took a couple of tries to get buy-in from everyone since not everyone agreed on the approach at first, but we eventually got there. we tested it with the top requesters and a few customers mentioned it felt more responsive. there was some back and forth about whether to roll it out further, but the general feeling was positive. as a result, the board felt more alive, and the team felt good about where things landed. i think the big thing i took away is that communication matters a lot in situations like this."
average_07,average,Tell me about a time you had to influence a decision you didn't control.,186,74.4,"at the time i was working on the mobile notifications at a fitness app. the situation was opt-out rates for push notifications were climbing, and the problem was users were getting the same reminder multiple times a day. it had been sitting there for a while before anyone really owned it, so a few of us on the team started poking at it in our spare time between other projects. what i did was i aligned stakeholders on a plan, and then we capped reminders to once per day per category. it took a couple of tries to get buy-in from everyone since not everyone agreed on the approach at first, but we eventually got there. we tested it with a rollout group and opt-outs came down a fair bit. there was some back and forth about whether to roll it out further, but the general feeling was positive. as a result, engagement held steady instead of dropping further, and the team felt good about where things landed. i think the big thing i took away is that communication matters a lot in situations like this."
average_08,average,Tell me about a time you had to influence a decision you didn't control.,190,76.0,"at the time i was working on the returns process at an online furniture retailer. the situation was customer complaints about returns had been rising, and the problem was the return label process took several manual steps. it had been sitting there for a while before anyone really owned it, so a few of us on the team started poking at it in our spare time between other projects. what i did was i aligned stakeholders on a plan, and then I worked with support to cut it down to one form. it took a couple of tries to get buy-in from everyone since not everyone agreed on the approach at first, but we eventually got there. we tested it with returns over the following month and the process felt faster, based on the feedback we got. there was some back and forth about whether to roll it out further, but the general feeling was positive. as a result, complaint volume eased off, and the team felt good about where things landed. i think the big thing i took away is that communication matters a lot in situations like this."
average_09,average,Tell me about a time you had to influence a decision you didn't control.,189,75.6,"at the time i was working on the internal reporting dashboard at a logistics startup. the situation was leadership kept asking for numbers that took days to pull, and the problem was data lived across a few disconnected spreadsheets. it had been sitting there for a while before anyone really owned it, so a few of us on the team started poking at it in our spare time between other projects. what i did was i aligned stakeholders on a plan, and then we built one shared dashboard pulling from the main systems. it took a couple of tries to get buy-in from everyone since not everyone agreed on the approach at first, but we eventually got there. we tested it with the ops leadership team and people said it saved them real time. there was some back and forth about whether to roll it out further, but the general feeling was positive. as a result, reporting requests slowed down a lot, and the team felt good about where things landed. i think the big thing i took away is that communication matters a lot in situations like this."
average_10,average,Tell me about a time you had to influence a decision you didn't control.,189,75.6,"at the time i was working on the API documentation at a developer tools company. the situation was support tickets about integration errors kept coming in, and the problem was the docs hadn't been updated since the last API version. it had been sitting there for a while before anyone really owned it, so a few of us on the team started poking at it in our spare time between other projects. what i did was i aligned stakeholders on a plan, and then Marcus and I rewrote the getting-started section. it took a couple of tries to get buy-in from everyone since not everyone agreed on the approach at first, but we eventually got there. we tested it with developers integrating that month and ticket volume for that category dropped noticeably. there was some back and forth about whether to roll it out further, but the general feeling was positive. as a result, the integration felt less painful for new developers, and the team felt good about where things landed. i think the big thing i took away is that communication matters a lot in situations like this."
average_11,average,Tell me about a time you had to influence a decision you didn't control.,193,77.2,"at the time i was working on the employee survey process at a mid-size tech company. the situation was survey response rates had been declining every cycle, and the problem was the survey had grown to over 40 questions. it had been sitting there for a while before anyone really owned it, so a few of us on the team started poking at it in our spare time between other projects. what i did was i aligned stakeholders on a plan, and then I cut it down to the 12 questions leadership actually acted on. it took a couple of tries to get buy-in from everyone since not everyone agreed on the approach at first, but we eventually got there. we tested it with the next survey cycle and response rates went up by a good margin. there was some back and forth about whether to roll it out further, but the general feeling was positive. as a result, the survey felt worth people's time again, and the team felt good about where things landed. i think the big thing i took away is that communication matters a lot in situations like this."
average_12,average,Tell me about a time you had to influence a decision you didn't control.,190,76.0,"at the time i was working on the vendor evaluation process at a healthcare scheduling platform. the situation was vendor selection was taking months longer than planned, and the problem was every stakeholder had a different unwritten priority list. it had been sitting there for a while before anyone really owned it, so a few of us on the team started poking at it in our spare time between other projects. what i did was i aligned stakeholders on a plan, and then we ran one structured scoring session with all stakeholders. it took a couple of tries to get buy-in from everyone since not everyone agreed on the approach at first, but we eventually got there. we tested it with the current vendor shortlist and the decision came together noticeably faster. there was some back and forth about whether to roll it out further, but the general feeling was positive. as a result, the team picked a vendor everyone could stand behind, and the team felt good about where things landed. i think the big thing i took away is that communication matters a lot in situations like this."
average_13,average,Tell me about a time you had to influence a decision you didn't control.,185,74.0,"at the time i was working on the release notes process at a fintech app. the situation was customers kept getting surprised by changes after release, and the problem was release notes were written after launch, not before. it had been sitting there for a while before anyone really owned it, so a few of us on the team started poking at it in our spare time between other projects. what i did was i aligned stakeholders on a plan, and then I moved the writing step to a week before each release. it took a couple of tries to get buy-in from everyone since not everyone agreed on the approach at first, but we eventually got there. we tested it with the next few releases and fewer surprised-customer tickets came in. there was some back and forth about whether to roll it out further, but the general feeling was positive. as a result, releases felt less disruptive, and the team felt good about where things landed. i think the big thing i took away is that communication matters a lot in situations like this."
off_topic_01,off_topic,Tell me about a time you had to influence a decision you didn't control.,48,19.2,"honestly this weekend i mostly just relaxed, watched a couple episodes of a show my roommate recommended, and tried a new pasta recipe that didn't really turn out that well. traffic on the way here was pretty bad too, there was construction on the highway the whole way."
off_topic_02,off_topic,Tell me about a time you had to influence a decision you didn't control.,41,16.4,"oh, funny you ask, i was actually just thinking about this recipe i tried last night, a lemon chicken thing, it needed a lot more salt than the recipe said. i think i'll try it again this weekend with some changes."
off_topic_03,off_topic,Tell me about a time you had to influence a decision you didn't control.,34,13.6,"my commute has been rough lately, the train's been delayed almost every morning this month. i've started leaving twenty minutes earlier just to be safe, which honestly cuts into my morning routine a bit."
off_topic_04,off_topic,Tell me about a time you had to influence a decision you didn't control.,35,14.0,"we just got back from a trip to the coast, the weather was really nice the whole time. we mostly just walked around and tried a few restaurants, nothing too eventful but it was relaxing."
off_topic_05,off_topic,Tell me about a time you had to influence a decision you didn't control.,39,15.6,"my dog has been having some trouble with the stairs lately, so we've been carrying him up and down, which is a whole thing in the morning. the vet says it's probably just his age catching up with him."
off_topic_06,off_topic,Tell me about a time you had to influence a decision you didn't control.,33,13.2,"i watched the game last night, it went into overtime, pretty exciting finish honestly. i was up way later than i meant to be, so i'm running a bit low on sleep today."
off_topic_07,off_topic,Tell me about a time you had to influence a decision you didn't control.,38,15.2,"i've been reading this book my coworker lent me, it's a mystery novel, pretty good so far though the pacing is a little slow in the middle. i'm hoping to finish it by the end of the week."
off_topic_08,off_topic,Tell me about a time you had to influence a decision you didn't control.,36,14.4,"there's a new coffee place that opened up near my apartment, the espresso is honestly pretty good, though it's a little pricier than where i usually go. i've been there a few times already this month."
off_topic_09,off_topic,Tell me about a time you had to influence a decision you didn't control.,36,14.4,"i just upgraded my phone last week, still getting used to the new camera settings honestly. the battery life seems better so far, which is nice since my old one barely made it through the day."
off_topic_10,off_topic,Tell me about a time you had to influence a decision you didn't control.,35,14.0,"i've been trying to get back into a gym routine, going a few mornings a week before work. it's been tough to keep up with honestly, mostly just trying to build the habit back up."
off_topic_11,off_topic,Tell me about a time you had to influence a decision you didn't control.,33,13.2,"the weather's been so unpredictable lately, sunny one day and pouring the next. i keep forgetting to check before i leave the house, so i've gotten caught without an umbrella more than once."
off_topic_12,off_topic,Tell me about a time you had to influence a decision you didn't control.,37,14.8,"i tried a new grocery delivery service this week, the app was a little confusing to use at first but the delivery itself showed up on time. not sure if i'll stick with it long term though."
star_explicit_01,star_explicit,Tell me about a time you had to influence a decision you didn't control.,229,91.6,"Situation: I was the PM on checkout at a grocery delivery app, which had 2.1 million weekly orders at the time. Task: the problem was cart abandonment had sat at 31 percent for 3 straight quarters, and it had been getting worse for 9 months, so my task was to fix it before it did more damage. I had already tried a couple of quick fixes myself before this, and neither one moved the number, so I knew it needed a real investigation. Action: what I did was pull 14 session recordings and I found mobile users hit a 9-field address form right before payment. I built a proposal and I went to Priya, our design lead, with 3 specific options, and I walked Priya through how each option would land for our highest-value customers specifically, since that was what leadership cared about most. I decided to ship a single-page flow behind a feature flag to 5 percent of users, writing the rollout plan myself with 2 rollback triggers at 15-minute intervals, and I checked in with Priya twice a week during the rollout so we could react fast if anything looked off. Result: abandonment improved to 22 percent within 6 weeks, verified across 2 regions. What I learned is to size the fix to the evidence I actually had, and I have used that rule 3 times since."
